,Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1507,2012,6438,REG,Implementation of the Technical Support Facility under the Carbon Market Initiative (5th Supplementary),R-RDTA,J,PS,Energy,Bilateral,Single Donor,587.25,FIN,12-Jan-2012,08-Jun-2012
1508,2012,6438,REG,Implementation of the Technical Support Facility under the Carbon Market Initiative (4th Supplementary),R-RDTA,J,C,Energy,Bilateral,Single Donor,500.00,EAKPF,05-Oct-2011,12-Jan-2012
1509,2012,6456,REG,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation (Supplementary),R-PPTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,162.00,SCF-PPCR,29-Jun-2011,14-Jan-2012
1510,2012,6467,REG,HIV Prevention and Infrastructure: Mitigating Risk in the GMS (Supplementary),RETA,,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,"1,000.00",HIV/AIDS Fund,,02-Dec-2012
1511,2012,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (4th Supplementary),R-CDTA,,C,Agriculture and Natural Resources,Bilateral,Single Donor,444.88,AUS-PRIF,,07-Jun-2012
1512,2012,6501,REG,Expanding the Implementation of the Energy Efficiency Initiative in Developing Member Countries (Supplementary),R-PPTA,,C,Energy,Bilateral,Single Donor,750.00,Denmark-Energy 2,,26-Nov-2012
1513,2012,6501,REG,Expanding the Implementation of the Energy Efficiency Initiative in Developing Member Countries (Supplementary),R-PPTA,,PS,Energy,Bilateral,Single Donor,120.00,USA,,01-Jun-2012
1514,2012,6509,REG,Minimizing Foreign Exchange Settlement Risk in the ASEAN+3 Region: Support for Group of Experts (Supplementary),R-RDTA,,C,Finance,Bilateral,Single Donor,450.00,EAKPF,,18-May-2012
1515,2012,6522,REG,Establishment of the Pacific Infrastructure Advisory Center (4th Supplementary),R-PATA,E,PS,Multisector,Bilateral,Single Donor,"1,500.00",AUS,,15-May-2012
1516,2012,7122,PHI,Water District Development Sector (Supplementary),PPTA,,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,70.00,MDTF-WFPF,,20-Sep-2012
1517,2012,7189,INO,Institutional Strengthening for Integrated Water Resources Management in the 6 Cis River Basin Territory (Supplementary),CDTA,J,PS,Multisector,Bilateral,Single Donor,"1,000.00",NET,,15-May-2012
1518,2012,7345,VAN,Port Vila Urban Development (2nd Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,360.00,AUS-PRIF,11-Jan-2012,11-Jan-2012
1519,2012,7359,KIR,Tarawa Sanitation Improvement (3rd Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,85.00,AUS-PRIF,19-Jan-2012,02-Feb-2012
1520,2012,7453,INO,Polytechnic Development (Supplementary),PPTA,E,PS,Education,Bilateral,Single Donor,95.90,Canada,09-Mar-2012,28-Mar-2012
1521,2012,7459,REG,Greater Mekong Subregion Biodiversity Conservation Corridors (Supplementary),R-PPTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,500.00,SCF-FIP,27-Jan-2012,10-Jul-2012
1522,2012,7459,REG,Greater Mekong Subregion Biodiversity Conservation Corridors (Supplementary),R-PPTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,600.00,SCF-PPCR,29-Jun-2011,10-Jul-2012
1523,2012,7494,REG,Fourth High-Level Forum on Aid Effectiveness (6th Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,61.67,HLF-4,07-Feb-2012,07-Feb-2012
1524,2012,7512,REG,Empowering the Poor through Increasing Access to Energy (4th Supplementary),R-PPTA,,PS,Energy,Bilateral,Single Donor,"2,070.00",AUS,14-Mar-2012,18-Jun-2012
1525,2012,7575,REG, Determining the Potential for Carbon Capture and Storage in Southeast Asia (2nd Supplementary),R-CDTA,,C,Energy,Multi-Donor Trust Fund,Multidonor,100.00,CCSF,25-May-2012,21-Jun-2012
1526,2012,7645,REG,Enabling Climate Change Responses in Asia and the Pacific - Strengthening Planning Capacity for Low Carbon Growth in Developing Asia (Subproject 4) (Supplementary),R-RDTA,,PS,Multisector,Bilateral,Single Donor,135.02,Foreign Commonwealth Office - UKG,25-Jul-2012,24-Aug-2012
1527,2012,7713,IND,Project Management Capacity Building for Water Resources Sector Executing Agencies,CDTA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,29-Oct-2012,19-Nov-2012
1528,2012,7796,PHI,Strengthening Public-Private Partnerships in the Philippines (Supplementary),CDTA,,PS,Public Sector Management,Bilateral,Single Donor,"15,000.00",AUS,28-Feb-2012,20-Apr-2012
1529,2012,7827,REG,"Strengthening Climate Risk and Resilience Capacity of Pacific Developing Member Countries, Phase 1 (Supplementary)",R-CDTA,,PS,Multisector,Global Fund,Multidonor,195.00,SCF-PPCR,30-Apr-2012,29-Aug-2012
1530,2012,7842,REG,Enhancing Knowledge on Climate Technology and Financing Mechanisms (Supplementary),R-CDTA,,PS,Multisector,Bilateral,Single Donor,48.73,AUS,,30-May-2012
1531,2012,7872,REG,Learning from e-learning: Testing Intelligent Learning Systems in South Asian Countries (Supplementary),R-RDTA,,C,Education,Bilateral,Single Donor,500.00,EAKPF,22-Nov-2012,27-Nov-2012
1532,2012,7934,CAM,Implementing Subprogram 2 of the Third Financial Sector Program (Supplementary),CDTA,,C,Finance,Multi-Donor Trust Fund,Multidonor,500.00,FSDPF,24-Sep-2012,18-Dec-2012
1533,2012,7935,NEP,Capacity Development for School Sector Program Implementation (Supplementary),CDTA,,PS,Education,Bilateral,Single Donor,525.00,AUS,03-Nov-2011,30-Apr-2012
1534,2012,7940,TON,Outer Island Renewable Energy (Supplementary),PPTA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,225.00,CEF-CEFPF,17-May-2012,29-May-2012
1535,2012,7955,PHI,Education Improvement Sector Development Program (Supplementary),PPTA,J,PS,Education,Bilateral,Single Donor,313.17,AUS,,14-May-2012
1536,2012,7970,MON,Ulaanbaatar Urban Services and Ger Areas Development Investment Program (Supplementary),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,01-Mar-2012,25-May-2012
1537,2012,7987,REG,"Core Environment Program and Biodiversity Conservation Corridors Initiative in the Greater Mekong Subregion, Phase 2 (Supplementary)",R-CDTA,,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"8,300.00",SWE,,05-Dec-2012
1538,2012,7995,KIR,Strengthened Public Financial Management (Supplementary),CDTA,E,PS,Public Sector Management,Bilateral,Single Donor,"1,000.00",AUS,11-Jan-2012,07-Mar-2012
1539,2012,8018,REG,Establishing a Pilot Center to Facilitate Climate Technology Investment in Asia and the Pacific - Promotion of Investment in Climate Technology Products through Venture Capital Funds (Subproject 1) (Supplementary),R-PATA,,PS,Multisector,Global Fund,Multidonor,828.18,GEF-SCCF,03-Jul-2012,06-Jul-2012
1540,2012,8018,REG,Establishing a Pilot Center to Facilitate Climate Technology Investment in Asia and the Pacific - Promotion of Investment in Climate Technology Products through Venture Capital Funds (Subproject 1) (Supplementary),R-PATA,,PS,Multisector,Global Fund,Multidonor,"2,071.82",GEF,03-Jul-2012,06-Jul-2012
1541,2012,8049,REG,"Harmonization of Bond Standards and Market Practices in ASEAN+3: Support for ASEAN+3 Bond Market Forum, Phase 2",R-PATA,E,C,Finance,Bilateral,Single Donor,"1,200.00",ICFF,,13-Jan-2012
1542,2012,8050,NEP,Bagmati River Basin Improvement (Supplementary),PPTA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,470.00,MDTF-WFPF,29-Oct-2012,06-Nov-2012
1543,2012,8050,NEP,Bagmati River Basin Improvement,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,800.00,JFPR,26-Dec-2011,24-Jan-2012
1544,2012,8054,BAN,Main River Flood and Bank Erosion Risk Management Program,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,200.00",JFPR,26-Dec-2011,21-Feb-2012
1545,2012,8056,IND,Advanced Project Preparedness for Poverty Reduction - Gender Inclusive Capacity Development for Electricity Distribution Loss Reduction in Rural Madhya Pradesh (Subproject 23),CDTA,E,PS,Energy,Bilateral,Single Donor,600.00,UKG,,08-Mar-2012
1546,2012,8057,INO,Local Government Finance and Governance Reform,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,12-Oct-2011,20-Feb-2012
1547,2012,8058,LAO,Hydropower Impacts and Best Practices: A Communications Project,S-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,180.00,CEF-CEFPF,,08-Feb-2012
1548,2012,8060,REG,Promoting Innovations in Wastewater Management in Asia and the Pacific,R-CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,000.00",JFPR,28-Oct-2011,15-Mar-2012
1549,2012,8063,IND,Advanced Project Preparedness for Poverty Reduction - Capacity Building for the North Eastern State Roads Sector (Subproject 24),CDTA,E,PS,Transport and ICT,Bilateral,Single Donor,700.00,UKG,,23-Mar-2012
1550,2012,8066,REG,Quality Primary Education in the North Pacific,R-CDTA,E,C,Education,Bilateral,Single Donor,"1,350.00",JFPR,07-Feb-2012,29-Mar-2012
1551,2012,8072,BAN,Transit-Oriented Development and Improved Traffic Management in Gazipur City Corporation,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,000.00",JFPR,13-Mar-2012,17-Apr-2012
1552,2012,8073,PHI,Consumer Protection in a Competitive Electricity Market with Open Access,PATA,E,C,Energy,Bilateral,Single Donor,500.00,EAKPF,10-Dec-2009,16-Apr-2012
1553,2012,8074,REG,Applying Remote Sensing Technology in River Basin Management,R-CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"2,000.00",JFPR,01-Nov-2010,27-Apr-2012
1554,2012,8075,REG,Improving Road Saferty in the Association of Southeast Asian Nations,R-CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,500.00",JFPR,28-Oct-2011,25-Apr-2012
1555,2012,8076,BHU,Strengthening Royal Monetary Authority's Regulatory Capacity for Nonbank Financial Institutions,CDTA,E,C,Finance,Bilateral,Single Donor,525.00,JFPR,30-Mar-2012,11-May-2012
1556,2012,8079,REG,Trade Facilitation Support for ASEAN Economic Community Blueprint Implementation (Greater Mekong Subregion/Indonesia-Malaysia-Thailand Growth Triangle),R-PATA,E,C,Industry and Trade,Bilateral,Single Donor,"2,000.00",JFPR,30-Mar-2012,17-May-2012
1557,2012,8080,MON,Logistics Capacity Development,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,900.00,JFPR,26-Dec-2011,22-May-2012
1558,2012,8081,NEP,Scaling Up Renewable Energy,PPTA,E,PS,Energy,Global Fund,Multidonor,580.00,SCF-SREP,25-May-2012,28-May-2012
1559,2012,8085,BAN,Support for the Third Primary Education Development Project,CDTA,,PS,Education,Bilateral,Single Donor,700.00,SWE,02-Dec-2012,13-Dec-2012
1560,2012,8086,LAO,Supporting Decentralized Rural Infrastructure Development,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,000.00",JFPR,30-Mar-2012,29-May-2012
1561,2012,8088,REG,"Enhancing Engagement with Pacific Developing Member Countries, Phase 2",R-CDTA,E,PS,Public Sector Management,Bilateral,Single Donor,"2,016.00",AUS,,31-May-2012
1562,2012,8089,IND,Operational Research to Support Mainstreaming of Integrated Flood Management under Climate Change,PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,,01-Jun-2012
1563,2012,8089,IND,Operational Research to Support Mainstreaming of Integrated Flood Management under Climate Change,PATA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"1,250.00",UKG,,01-Jun-2012
1564,2012,8090,TAJ,Building Capacity for Climate Resilience,CDTA,E,PS,Multisector,Global Fund,Multidonor,"6,000.00",SCF-PPCR,04-Apr-2012,05-Jun-2012
1565,2012,8091,REG,Implementation of Sustainable Transport in Asia and the Pacific - Better Greenhouse Gas Assessment Methodologies in Sustainable Public Transport (Subproject 2),R-CDTA,E,PS,Transport and ICT,Global Fund,Multidonor,"1,000.00",GEF,12-Apr-2012,29-May-2012
1566,2012,8100,TUV,Institutional Strengthening of the Ministry of Finance and Economic Development,CDTA,E,PS,Public Sector Management,Bilateral,Single Donor,80.40,AUS,11-May-2012,29-Jun-2012
1567,2012,8101,REG,Implementation of Sustainable Transport in Asia and the Pacific – Intelligent Transport Systems (ITS) for Better Urban Transport (Subproject 3),R-CDTA,E,C,Transport and ICT,Bilateral,Single Donor,300.00,EAKPF,,27-Jun-2012
1568,2012,8102,VIE,Promoting Climate Resilient Rural infrastructure in Northern Mountain Provinces,CDTA,,PS,Multisector,Global Fund,Multidonor,"2,000.00",GEF-SCCF,,29-Jun-2012
1569,2012,8105,REG,Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Demonstration of an Assisted Broker Model for Transfer of Low-Carbon technologies to Asia and the Pacific (Subproject 2),R-CDTA,,C,Multisector,Bilateral,Single Donor,"2,000.00",ACEF,,15-Jun-2012
1570,2012,8105,REG,Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Demonstration of an Assisted Broker Model for Transfer of Low-Carbon technologies to Asia and the Pacific (Subproject 2),R-CDTA,,PS,Multisector,Bilateral,Single Donor,200.00,BEL,,15-Jun-2012
1571,2012,8105,REG,Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Demonstration of an Assisted Broker Model for Transfer of Low-Carbon technologies to Asia and the Pacific (Subproject 2),R-CDTA,,PS,Multisector,Global Fund,Multidonor,"2,400.00",GEF,,15-Jun-2012
1572,2012,8108,VIE,Supporting Microfinance Development Program,PATA,E,C,Finance,Bilateral,Single Donor,500.00,JFPR,05-Sep-2011,05-Jul-2012
1573,2012,8109,REG,"Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Integration of Climate Technology Financing Needs into National Development Strategies, Plans, and Investment Priorities (Subproject 3)",R-CDTA,J,PS,Multisector,Global Fund,Multidonor,240.00,GEF-SCCF,03-Jul-2012,05-Jul-2012
1574,2012,8109,REG,"Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Integration of Climate Technology Financing Needs into National Development Strategies, Plans, and Investment Priorities (Subproject 3)",R-CDTA,J,PS,Multisector,Global Fund,Multidonor,819.09,GEF,03-Jul-2012,05-Jul-2012
1575,2012,8110,IND,Institutional Development for Rural Roads Asset Management,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,300.00",JFPR,02-May-2012,12-Jul-2012
1576,2012,8111,PHI,Climate Resilience and Green Growth in the Upper Marikina River ,CDTA,E,C,Multisector,Special Fund,ADB,450.00,CCF,,16-Jul-2012
1577,2012,8116,IND,Advanced Project Preparedness for Poverty Reduction - Detailed Design for the SASEC Subregional Road Connectivity (Subproject 25),PPTA,,PS,Transport and ICT,Bilateral,Single Donor,"1,000.00",UKG,,12-Jul-2012
1578,2012,8119,REG,Economics of Climate Change in Central and West Asia,R-RDTA,,C,Multisector,Bilateral,Single Donor,"2,000.00",ACEF,17-Jun-2011,18-Jul-2012
1579,2012,8120,REG,Grid Integration of Renewable Energy Sources and Solar Energy Technology ,S-CDTA,,C,Energy,Bilateral,Single Donor,130.00,SPA,08-Jul-2012,23-Jul-2012
1580,2012,8121,CAM,Capacity Development for urban Management,CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,700.00,JFPR,30-Mar-2012,18-Jul-2012
1581,2012,8122,REG,Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Project Management (Subproject 4),R-CDTA,,PS,Multisector,Global Fund,Multidonor,300.00,GEF,,23-Jul-2012
1582,2012,8128,BAN,Coastal Towns Infrastructure Improvement Project,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,900.00,JFPR,25-Jun-2012,06-Aug-2012
1583,2012,8129,IND,Advanced Project Preparedness for Poverty Reduction - Updating Load Forecasting and Power System Master Plan for Assam (Subproject 26),CDTA,,PS,Energy,Bilateral,Single Donor,400.00,UKG,,03-Aug-2012
1584,2012,8130,SOL,Outer Island Renewable Energy,PPTA,,PS,Energy,Global Fund,Multidonor,250.00,SCF-SREP,,27-Sep-2012
1585,2012,8132,REG,Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Promotion of Direct Investment in Priority Climate Technology Projects (Subproject 5),CDTA,J,PS,Multisector,Global Fund,Multidonor,500.00,GEF,03-Jul-2012,03-Aug-2012
1586,2012,8132,REG,Establishing a Pilot Center to Facilitate Climate Technology Investments in Asia and the Pacific - Promotion of Direct Investment in Priority Climate Technology Projects (Subproject 5),CDTA,J,PS,Multisector,Global Fund,Multidonor,500.00,GEF-SCCF,03-Jul-2012,03-Aug-2012
1587,2012,8133,PRC,Road Map for Carbon Capture and Storage Demonstration and Deployment,PATA,,C,Energy,Multi-Donor Trust Fund,Multidonor,"2,200.00",CCSF,,10-Aug-2012
1588,2012,8135,PHI,Design of a Pilot Project to Improve Environmental Conditions of Estero de Paco,S-CDTA,,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,220.00,SPA,,08-Aug-2012
1589,2012,8136,MYA,Myanmar Tourism Master Plan,S-PATA,,PS,Industry and Trade,Bilateral,Single Donor,225.00,NOR,,05-Jul-2012
1590,2012,8143,FSM,Pohnpei Port Development Project,PPTA,E,C,Transport and ICT,Bilateral,Single Donor,600.00,JFPR,22-May-2012,23-Aug-2012
1591,2012,8144,BAN,Capacity Building for Disaster Risk Finance,CDTA,E,C,Finance,Bilateral,Single Donor,500.00,JFPR,25-Jun-2012,28-Aug-2012
1592,2012,8153,REG,Policies for Industrial and Service Diversification in Asia in the 21st Century,R-PATA,,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,20-Aug-2012,07-Sep-2012
1593,2012,8163,REG,Implementing the Greater Mekong Subregion Core Agriculture Support Program (Phase 2),R-PATA,,PS,Multisector,Bilateral,Single Donor,"7,500.00",SWE,,14-Sep-2012
1594,2012,8164,PHI,Strengthening Knowledge-based Economic and Social Development,CDTA,,C,Education,Bilateral,Single Donor,500.00,EAKPF,,14-Sep-2012
1595,2012,8166,IND,Climate Adaptation through Sub-Basin Development Investment program,PPTA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,140.00,MDTF-WFPF,,20-Sep-2012
1596,2012,8168,REG,Implementation of Sustainable Transport in Asia and the Pacific - Promoting Socially Sustainable Transport through Improving Nonmotorized Transport (Subproject 4),C-CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"2,000.00",JFPR,25-Feb-2011,19-Sep-2012
1597,2012,8172,PRC,Jilin Urban Services Improvement Project,PPTA,,C,Multisector,Multi-Donor Trust Fund,Multidonor,150.00,MDTF-WFPF,,13-Sep-2012
1598,2012,8173,NEP,Supporting the Strengthening Public Management Program,CDTA,,PS,Public Sector Management,Bilateral,Single Donor,"2,500.00",UKG,,26-Sep-2012
1599,2012,8178,PRC,Advancing Shanghai Carbon Market through Emissions Trading Scheme,PATA,,C,Energy,Special Fund,ADB,72.31,CCF,,02-Oct-2012
1600,2012,8179,CAM,Mainstreaming Climate Resilience into Development Planning,CDTA,,PS,Multisector,Global Fund,Multidonor,"7,000.00",SCF-PPCR,,01-Oct-2012
1601,2012,8183,THA,Improvement of Railway Passenger Services,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,400.00,FRA,19-Oct-2011,08-Oct-2012
1602,2012,8185,PRC,Pilot Implementation of the Drought Management Strategy,CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,28-Aug-2012,08-Oct-2012
1603,2012,8186,REG,Greater Mekong Subregion: Climate Resilience in Cities,R-CDTA,E,PS,Multisector,Multilateral,Multidonor,650.00,NDF,16-Feb-2012,04-Oct-2012
1604,2012,8187,MYA,Support for Education Sector Planning,CDTA,J,PS,Education,Bilateral,Single Donor,370.00,AUS,,10-Oct-2012
1605,2012,8188,CAM,Country Systems in Procurement and Financial Management,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,18-Jul-2012,04-Oct-2012
1606,2012,8189,REG,Implementation of Sustainable Transport in Asia and the Pacific - New Approaches to Implement Sustainable Low Carbon Transport in Asia and the Pacific Region (Subproject 5),R-CDTA,,C,Transport and ICT,Special Fund,ADB,"1,900.00",CCF,,12-Oct-2012
1607,2012,8190,MYA,Trade Facilitation Support for ASEAN Economic Community Blueprint Implementation (Myanmar),S-PATA,E,C,Industry and Trade,Bilateral,Single Donor,225.00,JFPR,20-Aug-2012,08-Oct-2012
1608,2012,8194,THA,Accounting and Financial Management System Reform of Thailand's Railway Sector,PATA,E,C,Transport and ICT,Bilateral,Single Donor,950.00,JFPR,18-Jul-2012,19-Oct-2012
1609,2012,8195,PHI,Davao Sustainable Urban Transport,PATA,E,C,Transport and ICT,Bilateral,Single Donor,"1,000.00",JFPR,25-Jun-2012,19-Oct-2012
1610,2012,8197,BAN,Supporting Brick Sector Development Program,CDTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,750.00,CEF-CEFPF,,22-Oct-2012
1611,2012,8202,INO,Fiscal Aspect of Social Security Reform,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,01-May-2012,11-Oct-2012
1612,2012,8204,REG,Regional Capacity Development for Strengthened HIV Response,R-CDTA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,"1,000.00",HIV/AIDS Fund,,30-Oct-2012
1613,2012,8206,SRI,Capacity Development for Non-Revenue Water Reduction,S-CDTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,01-Mar-2012,05-Nov-2012
1614,2012,8212,MON,Ulaanbaatar Urban Transport Capacity Development,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,000.00",JFPR,11-Jun-2012,08-Nov-2012
1615,2012,8214,REG,Implementing Prudential Standards in Islamic Finance,R-PATA,,C,Finance,Bilateral,Single Donor,250.00,EAKPF,,13-Nov-2012
1616,2012,8214,REG,Implementing Prudential Standards in Islamic Finance,R-PATA,,C,Finance,Multi-Donor Trust Fund,Multidonor,500.00,FSDPF,,13-Nov-2012
1617,2012,8217,SOL,Strengthening Country Safeguard Systems in the Transport Sector,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,600.00,JFPR,18-Sep-2012,16-Nov-2012
1618,2012,8221,BAN,Institutional Strengthening of the Roads and Highways Department,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,500.00",JFPR,29-Oct-2012,22-Nov-2012
1619,2012,8222,KGZ,Investment Climate Improvement Program - Subprogram 2 (Preparing Subprogram 3),CDTA,,C,Multisector,Multi-Donor Trust Fund,Multidonor,150.00,FSDPF,,26-Nov-2012
1620,2012,8224,INO,Improving Access to Finance in Aceh and North Sumatra,CDTA,E,C,Finance,Bilateral,Single Donor,800.00,JFPR,18-Jul-2012,08-Nov-2012
1621,2012,8225,REG,Greater Mekong Subregion Phnom Penh Plan for Development Management Phase V,CDTA,,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,,19-Nov-2012
1622,2012,8228,BAN,Enhancing Efficiency of the Capital Market,CDTA,E,C,Finance,Bilateral,Single Donor,750.00,JFPR,24-Sep-2012,28-Nov-2012
1623,2012,8229,BHU,Enhancing Development Management for Sustainable and Inclusive Growth,CDTA,,C,Public Sector Management,Bilateral,Single Donor,250.00,2nd Danish Cooperation Fund for Technical Assistance,,28-Nov-2012
1624,2012,8238,REG,Strengthening Disaster and Climate Risk Resilience in Urban Development in the Pacific,R-CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,650.00,JFPR,07-Nov-2012,05-Dec-2012
1625,2012,8241,MON,Promoting Inclusive Growth,PATA,E,C,Multisector,Bilateral,Single Donor,"1,000.00",JFPR,07-Nov-2012,06-Dec-2012
1626,2012,8250,REG,Improving Financial Inclusion in Asia and the Pacific,R-RDTA,,C,Finance,Multi-Donor Trust Fund,Multidonor,500.00,FSDPF,24-Sep-2012,06-Dec-2012
1627,2012,8255,MON,Strengthening the Anti-Money Laundering Regime,CDTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,360.00,RTFSI,,11-Dec-2012
1628,2012,8256,TIM,Preparing for Regional Economic Integration,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,850.00,JFPR,07-Nov-2012,10-Dec-2012
1629,2012,8258,PHI,Capacity Building for Microinsurance,CDTA,E,C,Finance,Bilateral,Single Donor,"1,000.00",JFPR,,11-Dec-2012
1630,2012,8267,THA,Strengthening Integrated Water and Flood Management Implementation,PATA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",JFPR,,11-Dec-2012
1631,2012,8268,MLD,Outer Islands for Sustainable Energy Development,PPTA,,PS,Energy,Global Fund,Multidonor,700.00,SCF-SREP,,10-Dec-2012
1632,2012,8269,PRC,Biodiversity Strategy and Action Plan for Yunnan Province,PATA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,,10-Dec-2012
1633,2012,8279,IND,Preparing the Bond Guarantee Fund for India,CDTA,E,C,Finance,Bilateral,Single Donor,800.00,JFPR,,17-Dec-2012
1634,2012,8283,BAN,Improving Public Administration and Services Delivery through E-Solutions,PATA,,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,,14-Dec-2012
1635,2012,8284,REG,Supporting Financial Stability in Bhutan and the Maldives,R-CDTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,500.00,FSDPF,,10-Dec-2012
1636,2012,8287,INO,Scaling Up Renewable Energy Access in Eastern Indonesia,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,07-Nov-2012,12-Dec-2012
1637,2012,8293,PRC,Management and Protection of Wetlands in Weinan City in Shaanxi Province,CDTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,350.00,MDTF-WFPF,29-Oct-2012,17-Dec-2012
1638,2012,8295,IND,Advanced Project Preparedness for Poverty Reduction—Institutional Strengthening of the Chhattisgarh Public Works Department (Subproject 27),CDTA,,PS,Transport and ICT,Bilateral,Single Donor,500.00,UKG,,11-Dec-2012
1639,2012,8296,TON,Outer Island Energy Efficiency,PPTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,400.00,CEF-CEFPF,,17-Dec-2012
1640,2012,8299,MON,Reforms in Technical and Vocational Education and Training in Mongolia,PPTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,22-Nov-2012,19-Dec-2012
1641,2012,8301,REG,Central Asia Regional Economic Cooperation: Supporting Capacity Development Needs of CAREC 2020,R-CDTA,,C,Multisector,Bilateral,Single Donor,400.00,PRC-PR Fund,,17-Dec-2012
1642,2012,8306,RMI,Ebeye Water Supply and Sanitation,PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,29-Oct-2012,20-Dec-2012
1643,2012,8306,RMI,Ebeye Water Supply and Sanitation,PPTA,,PS,Multisector,Bilateral,Single Donor,500.00,AUS,23-Oct-2012,20-Dec-2012
1644,2012,8307,TON,Project to Implement the Strategic Program for Climate Resilience,PPTA,E,PS,Multisector,Global Fund,Multidonor,750.00,SCF-PPCR,,19-Dec-2012
1645,2012,8310,VIE,Capacity Building and Coordination improvement for Effective Regional Cooperation Investment Planning,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,,21-Dec-2012
